case_id,module,autonomy_layer,category,boundary_action,model,model_id,trial,trajectory_score,failure_type,tool_calls_count,tool_calls,input_tokens,output_tokens,estimated_cost_cny,error,notes
R15a,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2726,121,0.008904,,Expected tool sequence and parameters matched
R15b,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""write_file""]",1149,43,0.005628,,Expected tool sequence and parameters matched
R15b,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,api_error,0,[],0,0,0.000000,"HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}","HTTP 429: {""error"":{""message"":""rate limit exceeded"",""type"":""rate_limit_error""}}"
R15b,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2745,139,0.009069,,Expected tool sequence and parameters matched
R15c,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""write_file""]",1142,38,0.005480,,Expected tool sequence and parameters matched
R15c,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""write_file""]",1591,45,0.004358,,Expected tool sequence and parameters matched
R15c,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2721,113,0.008841,,Expected tool sequence and parameters matched
R15d,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""write_file""]",1144,42,0.005584,,Expected tool sequence and parameters matched
R15d,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""write_file""]",1601,47,0.004406,,Expected tool sequence and parameters matched
R15d,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2718,111,0.008820,,Expected tool sequence and parameters matched
R15e,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""write_file""]",1166,42,0.005672,,Expected tool sequence and parameters matched
R15e,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""write_file""]",1619,32,0.004270,,Expected tool sequence and parameters matched
R15e,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2736,125,0.008958,,Expected tool sequence and parameters matched
R15f,tool_use_reliability,,normal,,openai,gpt-5.5,1,3,none,1,"[""write_file""]",1141,43,0.005596,,Expected tool sequence and parameters matched
R15f,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""write_file""]",1590,33,0.004212,,Expected tool sequence and parameters matched
R15f,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2735,132,0.008997,,Expected tool sequence and parameters matched
R15g,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],539,146,0.005660,,No tool called
R15g,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,0,planning_failure,0,[],774,60,0.002578,,No tool called
R15g,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,0,planning_failure,0,[],1302,259,0.005460,,No tool called
R15h,tool_use_reliability,,normal,,openai,gpt-5.5,1,0,planning_failure,0,[],546,94,0.004440,,No tool called
R15h,tool_use_reliability,,normal,,claude,claude-sonnet-4-6,1,3,none,1,"[""write_file""]",1647,67,0.004757,,Expected tool sequence and parameters matched
R15h,tool_use_reliability,,normal,,deepseek,deepseek-v4-pro,1,3,none,1,"[""write_file""]",2925,294,0.010539,,Expected tool sequence and parameters matched
